,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
29408,2011,South Dakota,Smokeless Tobacco Use (Adults),User Status,Current,6.8,8259,Overall,All Races,All Ages
29409,2011,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59.7,450,Male,All Races,All Ages
29410,2011,New York,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,61.4,341,Male,All Races,All Ages
29411,2011,Nevada,Smokeless Tobacco Use (Adults),Current Use,,2.7,338,Overall,All Races,Age 25 and Older
29412,2011,Colorado,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,1061,Female,All Races,All Ages
29413,2012,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,411,Male,All Races,All Ages
29414,2011,Alabama,Cigarette Use (Adults),Current Smoking,,28,2610,Male,All Races,All Ages
29415,2011,New Hampshire,Smokeless Tobacco Use (Adults),Current Use,,3.1,1755,Overall,All Races,Age 25 and Older
29416,2011,Maine,Smokeless Tobacco Use (Adults),Current Use,,0.6,1768,Female,All Races,18 to 44 Years
29417,2011,Idaho,Smokeless Tobacco Use (Adults),Current Use,,0.8,3640,Female,All Races,All Ages
29418,2011,Ohio,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,788,Male,All Races,All Ages
29419,2011,Vermont,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
29420,2011,Iowa,Smokeless Tobacco Use (Adults),Current Use,,2.9,4022,Overall,All Races,Age 25 and Older
29421,2012,North Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,941,Male,All Races,All Ages
29422,2011,New York,Smokeless Tobacco Use (Adults),Current Use,,4.8,461,Overall,All Races,18 to 24 Years
29423,2011,District of Columbia,Smokeless Tobacco Use (Adults),Current Use,,1.5,1083,Overall,All Races,25 to 44 Years
29424,2011,Connecticut,Smokeless Tobacco Use (Adults),Current Use,,2,472,Overall,All Races,Age 20 and Older
29425,2011,South Dakota,Cigarette Use (Adults),Current Smoking,,26.3,2404,Overall,All Races,Age 25 and Older
29426,2011,Alaska,Cigarette Use (Adults),Current Smoking,,26.3,1073,Overall,All Races,25 to 44 Years
29427,2011,New Mexico,Cigarette Use (Adults),Current Smoking,,27.5,2112,Overall,All Races,25 to 44 Years
29428,2011,New Hampshire,Cigarette Use (Adults),Current Smoking,,12.5,3926,Overall,All Races,Age 25 and Older
29429,2012,North Dakota,Cigarette Use (Adults),Current Smoking,,22.7,652,Female,All Races,18 to 44 Years
29430,2011,Arkansas,Cigarette Use (Adults),Current Smoking,,19,2283,Overall,All Races,Age 20 and Older
29431,2011,Pennsylvania,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,52.2,396,Overall,All Races,All Ages
29432,2012,Oklahoma,Cigarette Use (Adults),Smoking Status,Never,52.4,7948,Overall,All Races,All Ages
29433,2011,Georgia,Smokeless Tobacco Use (Adults),Current Use,,7.9,1126,Overall,All Races,Age 20 and Older
29434,2011,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,5.1,2233,Overall,All Races,Age 25 and Older
29435,2011,Puerto Rico,Smokeless Tobacco Use (Adults),User Status,Current,1.6,2427,Male,All Races,All Ages
29436,2012,New Mexico,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56.4,3922,Overall,All Races,All Ages
29437,2012,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,4.8,1912,Overall,All Races,45 to 64 Years
29438,2011,Washington,Smokeless Tobacco Use (Adults),Current Use,,2.8,10197,Overall,All Races,Age 20 and Older
29439,2012,West Virginia,Cigarette Use (Adults),Smoking Frequency,Some Days,15.1,720,Female,All Races,All Ages
29440,2011,Colorado,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.4,460,Overall,All Races,All Ages
29441,2011,Michigan,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,50.7,2488,Male,All Races,All Ages
29442,2011,Pennsylvania,Smokeless Tobacco Use (Adults),User Status,Current,4.4,11481,Overall,All Races,All Ages
29443,2011,Washington,Smokeless Tobacco Use (Adults),Current Use,,2.8,9993,Overall,All Races,Age 25 and Older
29444,2011,Rhode Island,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,57.7,454,Female,All Races,All Ages
29445,2011,Texas,Smokeless Tobacco Use (Adults),Current Use,,3,8892,Overall,All Races,Age 20 and Older
29446,2011,Rhode Island,Smokeless Tobacco Use (Adults),Current Use,,0.8,1823,Overall,All Races,Age 20 and Older
29447,2011,Virginia,Smokeless Tobacco Use (Adults),Current Use,,6.1,1766,Overall,All Races,Age 20 and Older
29448,2011,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.3,1084,Overall,All Races,All Ages
29449,2011,Nebraska,Cigarette Use (Adults),Current Smoking,,25.6,8656,Overall,All Races,Age 20 and Older
29450,2012,New Mexico,Cigarette Use (Adults),Current Smoking,,10.1,2573,Overall,All Races,65 Years and Older
29451,2011,Puerto Rico,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,52.3,210,Female,All Races,All Ages
29452,2011,Kentucky,Cigarette Use (Adults),Smoking Frequency,Every Day,82.7,1571,Female,All Races,All Ages
29453,2011,Michigan,Smokeless Tobacco Use (Adults),Current Use,,3.3,6711,Overall,All Races,Age 20 and Older
29454,2011,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,27.5,71,Male,All Races,All Ages
29455,2011,New Mexico,Cigarette Use (Adults),Smoking Status,Never,53.6,9388,Overall,All Races,All Ages
29456,2011,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.9,194,Overall,All Races,All Ages
29457,2012,Utah,Smokeless Tobacco Use (Adults),Current Use,,3.1,587,Overall,All Races,Age 20 and Older
29458,2012,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,54.9,143,Female,All Races,All Ages
29459,2012,Virginia,Smokeless Tobacco Use (Adults),Current Use,,5.6,1940,Overall,All Races,Age 25 and Older
29460,2011,Oregon,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,57.6,1633,Female,All Races,All Ages
29461,2011,Virginia,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,52,802,Overall,All Races,All Ages
29462,2011,Minnesota,Cigarette Use (Adults),Current Smoking,,18.9,6560,Overall,All Races,45 to 64 Years
29463,2011,North Carolina,Cigarette Use (Adults),Smoking Status,Never,60.8,7207,Female,All Races,All Ages
29464,2011,South Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,40.7,51,Female,All Races,All Ages
29465,2011,California,Cigarette Use (Adults),Current Smoking,,15,1990,Overall,All Races,Age 25 and Older
29466,2011,Texas,Cigarette Use (Adults),Current Smoking,,20.7,613,Overall,All Races,18 to 24 Years
29467,2011,Kentucky,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,43.8,764,Male,All Races,All Ages
29468,2011,New Jersey,Cigarette Use (Adults),Smoking Status,Current,19.1,6010,Male,All Races,All Ages
29469,2011,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,5.8,1749,Overall,All Races,Age 20 and Older
29470,2011,Puerto Rico,Cigarette Use (Adults),Smoking Status,Never,66.4,6607,Overall,All Races,All Ages
29471,2011,Hawaii,Smokeless Tobacco Use (Adults),Current Use,,1.9,7603,Overall,All Races,All Ages
29472,2011,Connecticut,Cigarette Use (Adults),Smoking Status,Former,27.8,6792,Overall,All Races,All Ages
29473,2011,District of Columbia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,64.5,56,Overall,All Races,All Ages
29474,2011,Florida,Cigarette Use (Adults),Smoking Status,Former,31.4,4887,Male,All Races,All Ages
29475,2012,North Carolina,Cigarette Use (Adults),Current Smoking,,25.9,2937,Overall,All Races,25 to 44 Years
29476,2011,Louisiana,Smokeless Tobacco Use (Adults),Current Use,,6.3,462,Overall,All Races,18 to 24 Years
29477,2011,Tennessee,Cigarette Use (Adults),Current Smoking,,27.4,1974,Overall,All Races,Age 20 and Older
29478,2011,Oklahoma,Cigarette Use (Adults),Current Smoking,,42.1,967,Overall,All Races,Age 25 and Older
29479,2011,Florida,Smokeless Tobacco Use (Adults),Current Use,,0.8,7447,Female,All Races,All Ages
29480,2011,Virginia,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,477,Male,All Races,All Ages
29481,2012,Wisconsin,Cigarette Use (Adults),Current Smoking,,24.5,1733,Overall,All Races,Age 20 and Older
29482,2011,Wyoming,Cigarette Use (Adults),Current Smoking,,21.8,4010,Female,All Races,All Ages
29483,2012,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,33.9,399,Overall,All Races,All Ages
29484,2012,Tennessee,Cigarette Use (Adults),Current Smoking,,26.9,2777,Overall,All Races,45 to 64 Years
29485,2011,Mississippi,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,45,3936,Overall,All Races,All Ages
29486,2011,Indiana,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,47.4,596,Male,All Races,All Ages
29487,2011,Colorado,Smokeless Tobacco Use (Adults),Current Use,,8.4,5774,Male,All Races,All Ages
29488,2012,Oregon,Cigarette Use (Adults),Current Smoking,,34.4,290,Overall,All Races,Age 20 and Older
29489,2012,New York,Cigarette Use (Adults),Smoking Status,Never,65.1,3520,Female,All Races,All Ages
29490,2011,Puerto Rico,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,54.6,1159,Male,All Races,All Ages
29491,2012,Wisconsin,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
29492,2011,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,43.9,58,Female,All Races,All Ages
29493,2011,Missouri,Cigarette Use (Adults),Smoking Status,Never,50,6387,Overall,All Races,All Ages
29494,2012,Washington,Cigarette Use (Adults),Smoking Status,Never,60.8,8689,Female,All Races,All Ages
29495,2012,Rhode Island,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Overall,All Races,All Ages
29496,2011,Alaska,Smokeless Tobacco Use (Adults),Current Use,,8.3,1078,Overall,All Races,25 to 44 Years
29497,2011,Kansas,Smokeless Tobacco Use (Adults),Current Use,,5.3,20707,Overall,All Races,All Ages
29498,2011,Pennsylvania,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.9,950,Female,All Races,All Ages
29499,2011,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,50.7,248,Male,All Races,All Ages
29500,2011,New York,Smokeless Tobacco Use (Adults),User Status,Not Current,97.7,7700,Overall,All Races,All Ages
29501,2011,Georgia,Smokeless Tobacco Use (Adults),User Status,Current,4.4,9958,Overall,All Races,All Ages
29502,2011,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,2.3,6940,Overall,All Races,Age 20 and Older
29503,2011,Arizona,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,585,Female,All Races,All Ages
29504,2011,Michigan,Cigarette Use (Adults),Current Smoking,,23.9,1608,Female,All Races,18 to 44 Years
29505,2012,South Carolina,Cigarette Use (Adults),Current Smoking,,10.1,4340,Overall,All Races,65 Years and Older
29506,2011,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,43.9,270,Male,All Races,All Ages
29507,2011,New York,Cigarette Use (Adults),Smoking Status,Former,28.1,3094,Male,All Races,All Ages
29508,2011,Vermont,Cigarette Use (Adults),Current Smoking,,16.5,4217,Female,All Races,All Ages
29509,2011,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,1,4186,Female,All Races,All Ages
29510,2011,Washington,Smokeless Tobacco Use (Adults),Current Use,,5.7,2797,Overall,All Races,25 to 44 Years
29511,2011,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,2,6668,Overall,All Races,Age 25 and Older
29512,2011,Delaware,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,43.8,77,Overall,All Races,All Ages
29513,2011,Maryland,Cigarette Use (Adults),Smoking Status,Never,55.1,3768,Male,All Races,All Ages
29514,2011,North Dakota,Cigarette Use (Adults),Smoking Status,Current,24.2,2201,Male,All Races,All Ages
29515,2012,New York,Smokeless Tobacco Use (Adults),Current Use,,1.9,5934,Overall,All Races,All Ages
29516,2011,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,8.9,1402,Overall,All Races,Age 25 and Older
29517,2011,Delaware,Smokeless Tobacco Use (Adults),Current Use,,4.5,1821,Male,All Races,All Ages
29518,2012,Pennsylvania,Cigarette Use (Adults),Smoking Status,Never,58.4,11481,Female,All Races,All Ages
29519,2011,Virginia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.3,217,Overall,All Races,All Ages
29520,2011,Missouri,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,46.7,1712,Female,All Races,All Ages
29521,2011,Virginia,Smokeless Tobacco Use (Adults),Current Use,,6.3,1701,Overall,All Races,Age 25 and Older
29522,2011,Utah,Cigarette Use (Adults),Smoking Status,Former,16,12623,Overall,All Races,All Ages
29523,2011,Oregon,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.7,396,Female,All Races,All Ages
29524,2012,West Virginia,Cigarette Use (Adults),Smoking Status,Never,51.8,3128,Female,All Races,All Ages
29525,2011,Maine,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,1237,Female,All Races,All Ages
29526,2012,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,22.2,4742,Female,All Races,All Ages
29527,2011,New Hampshire,Cigarette Use (Adults),Smoking Status,Never,51.3,6327,Overall,All Races,All Ages
29528,2011,Colorado,Cigarette Use (Adults),Current Smoking,,21.9,2917,Overall,All Races,25 to 44 Years
29529,2011,Puerto Rico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
29530,2011,South Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.5,361,Overall,All Races,All Ages
29531,2011,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,1.3,2633,Female,All Races,18 to 44 Years
29532,2011,Kansas,Cigarette Use (Adults),Smoking Frequency,Some Days,23.4,1572,Male,All Races,All Ages
29533,2012,Texas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.9,265,Overall,All Races,All Ages
29534,2012,Utah,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.4,249,Overall,All Races,All Ages
29535,2011,Kentucky,Smokeless Tobacco Use (Adults),User Status,Not Current,93.2,10882,Overall,All Races,All Ages
29536,2011,Alaska,Cigarette Use (Adults),Current Smoking,,21.8,231,Overall,All Races,18 to 24 Years
29537,2012,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,9,246,Overall,All Races,18 to 24 Years
29538,2011,Hawaii,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,7603,Overall,All Races,All Ages
29539,2011,Tennessee,Smokeless Tobacco Use (Adults),Current Use,,3.6,2212,Overall,All Races,65 Years and Older
29540,2012,Ohio,Cigarette Use (Adults),Smoking Status,Former,24.6,12645,Overall,All Races,All Ages
29541,2011,Georgia,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,51.1,4218,Overall,All Races,All Ages
29542,2011,North Carolina,Cigarette Use (Adults),Smoking Status,Current,19.2,7207,Female,All Races,All Ages
29543,2011,Texas,Smokeless Tobacco Use (Adults),User Status,Not Current,92.8,5668,Male,All Races,All Ages
29544,2011,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,2,1749,Overall,All Races,Age 20 and Older
29545,2011,Indiana,Cigarette Use (Adults),Smoking Status,Never,44.4,3274,Male,All Races,All Ages
29546,2012,Wisconsin,Cigarette Use (Adults),Current Smoking,,44.2,304,Overall,All Races,Age 25 and Older
29547,2011,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
29548,2011,Hawaii,Smokeless Tobacco Use (Adults),Current Use,,0.7,4321,Female,All Races,All Ages
29549,2011,Florida,Smokeless Tobacco Use (Adults),Current Use,,2.1,4550,Overall,All Races,45 to 64 Years
29550,2012,Pennsylvania,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,11511,Female,All Races,All Ages
29551,2012,West Virginia,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,47.3,2781,Overall,All Races,All Ages
29552,2012,North Carolina,Cigarette Use (Adults),Current Smoking,,32.3,1446,Overall,All Races,Age 20 and Older
29553,2011,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.1,58,Female,All Races,All Ages
29554,2012,Puerto Rico,Cigarette Use (Adults),Current Smoking,,12.9,2110,Overall,All Races,45 to 64 Years
29555,2011,Montana,Cigarette Use (Adults),Current Smoking,,43.9,676,Overall,All Races,Age 25 and Older
29556,2011,New Hampshire,Cigarette Use (Adults),Current Smoking,,27.3,1377,Overall,All Races,25 to 44 Years
29557,2011,North Carolina,Cigarette Use (Adults),Current Smoking,,23.6,4558,Overall,All Races,45 to 64 Years
29558,2012,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,6,1117,Overall,All Races,Age 25 and Older
29559,2011,Kentucky,Smokeless Tobacco Use (Adults),Current Use,,10,1574,Overall,All Races,Age 25 and Older
29560,2011,Alaska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
29561,2012,Oregon,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,56.7,277,Female,All Races,All Ages
29562,2012,Vermont,Cigarette Use (Adults),Current Smoking,,14.8,3464,Female,All Races,All Ages
29563,2011,Utah,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,648,Male,All Races,All Ages
29564,2012,South Carolina,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,7716,Female,All Races,All Ages
29565,2011,California,Cigarette Use (Adults),Smoking Frequency,Every Day,64.2,1028,Female,All Races,All Ages
29566,2011,Missouri,Smokeless Tobacco Use (Adults),Current Use,,5.3,6402,Overall,All Races,All Ages
29567,2011,Ohio,Cigarette Use (Adults),Smoking Status,Former,21.9,6160,Female,All Races,All Ages
29568,2011,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59,601,Overall,All Races,All Ages
29569,2011,California,Cigarette Use (Adults),Smoking Status,Current,10,10649,Female,All Races,All Ages
29570,2011,North Dakota,Cigarette Use (Adults),Current Smoking,,26.5,327,Overall,All Races,Age 25 and Older
29571,2011,District of Columbia,Cigarette Use (Adults),Current Smoking,,25.1,1723,Male,All Races,All Ages
29572,2011,Texas,Smokeless Tobacco Use (Adults),User Status,Current,0.7,9275,Female,All Races,All Ages
29573,2012,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,2.8,5060,Overall,All Races,Age 20 and Older
29574,2011,Arkansas,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,3035,Female,All Races,All Ages
29575,2011,Nevada,Cigarette Use (Adults),Current Smoking,,21,911,Female,All Races,18 to 44 Years
29576,2011,Louisiana,Cigarette Use (Adults),Smoking Frequency,Some Days,25,2174,Overall,All Races,All Ages
29577,2011,North Carolina,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,55.6,605,Male,All Races,All Ages
29578,2011,Connecticut,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,52.2,389,Female,All Races,All Ages
29579,2011,Virginia,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,3952,Female,All Races,All Ages
29580,2012,New Mexico,Smokeless Tobacco Use (Adults),User Status,Current,4.3,8657,Overall,All Races,All Ages
29581,2012,Oregon,Cigarette Use (Adults),Smoking Status,Current,18.7,2085,Male,All Races,All Ages
29582,2012,Vermont,Cigarette Use (Adults),Smoking Frequency,Some Days,28.4,432,Female,All Races,All Ages
29583,2012,Tennessee,Cigarette Use (Adults),Smoking Frequency,Some Days,22.6,896,Female,All Races,All Ages
29584,2011,Georgia,Cigarette Use (Adults),Smoking Status,Former,22.1,9902,Overall,All Races,All Ages
29585,2012,Texas,Smokeless Tobacco Use (Adults),Current Use,,2.2,2679,Overall,All Races,65 Years and Older
29586,2012,Ohio,Cigarette Use (Adults),Current Smoking,,23.3,12645,Overall,All Races,All Ages
29587,2011,Mississippi,Cigarette Use (Adults),Smoking Status,Former,27.1,3099,Male,All Races,All Ages
29588,2011,Florida,Smokeless Tobacco Use (Adults),User Status,Not Current,97,12343,Overall,All Races,All Ages
29589,2011,Nebraska,Cigarette Use (Adults),Smoking Frequency,Every Day,73.4,2287,Female,All Races,All Ages
29590,2011,Alaska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.2,196,Overall,All Races,All Ages
29591,2011,Idaho,Smokeless Tobacco Use (Adults),User Status,Not Current,91.2,2432,Male,All Races,All Ages
29592,2011,Wyoming,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,52.5,50,Female,All Races,All Ages
29593,2011,Connecticut,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,35.6,82,Overall,All Races,All Ages
29594,2011,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,64.7,533,Male,All Races,All Ages
29595,2011,Colorado,Smokeless Tobacco Use (Adults),Current Use,,5.1,791,Overall,All Races,Age 20 and Older
29596,2011,Illinois,Cigarette Use (Adults),Current Smoking,,28.7,1578,Overall,All Races,Age 20 and Older
29597,2011,Minnesota,Cigarette Use (Adults),Smoking Status,Never,50.5,6664,Male,All Races,All Ages
29598,2012,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,5.3,1197,Overall,All Races,Age 25 and Older
29599,2012,New Mexico,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,1466,Overall,All Races,All Ages
29600,2011,West Virginia,Cigarette Use (Adults),Smoking Frequency,Some Days,16.9,1256,Overall,All Races,All Ages
29601,2011,Texas,Smokeless Tobacco Use (Adults),Current Use,,7.2,5668,Male,All Races,All Ages
29602,2011,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,4.8,15393,Overall,All Races,All Ages
29603,2011,Maryland,Smokeless Tobacco Use (Adults),Current Use,,1.8,6392,Overall,All Races,Age 25 and Older
29604,2011,Ohio,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,46.6,614,Male,All Races,All Ages
29605,2011,Alabama,Cigarette Use (Adults),Smoking Status,Former,20.1,5050,Female,All Races,All Ages
29606,2011,Tennessee,Cigarette Use (Adults),Current Smoking,,26.6,144,Overall,All Races,18 to 24 Years
29607,2011,Guam,Cigarette Use (Adults),Current Smoking,,46.2,204,Overall,All Races,Age 25 and Older
29608,2012,Tennessee,Smokeless Tobacco Use (Adults),Current Use,,8.9,623,Overall,All Races,Age 25 and Older
29609,2011,Kansas,Cigarette Use (Adults),Current Smoking,,15.9,13245,Overall,All Races,Age 20 and Older
29610,2011,Texas,Cigarette Use (Adults),Smoking Status,Current,15,9237,Female,All Races,All Ages
29611,2011,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,1.9,1701,Overall,All Races,Age 25 and Older
29612,2012,Vermont,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,55.1,121,Overall,All Races,All Ages
29613,2011,Wyoming,Cigarette Use (Adults),Current Smoking,,27.1,1582,Overall,All Races,25 to 44 Years
29614,2012,Washington,Cigarette Use (Adults),Current Smoking,,18.4,6069,Overall,All Races,45 to 64 Years
29615,2011,Delaware,Cigarette Use (Adults),Smoking Frequency,Some Days,25.4,483,Female,All Races,All Ages
29616,2012,Utah,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,61,3318,Overall,All Races,All Ages
29617,2011,New Jersey,Cigarette Use (Adults),Current Smoking,,16.8,15279,Overall,All Races,All Ages
29618,2012,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,5.8,622,Overall,All Races,18 to 24 Years
29619,2011,Texas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,41.4,64,Female,All Races,All Ages
29620,2011,Ohio,Smokeless Tobacco Use (Adults),Current Use,,6,670,Overall,All Races,Age 25 and Older
29621,2011,New Mexico,Cigarette Use (Adults),Current Smoking,,17.8,5361,Overall,All Races,Age 25 and Older
29622,2011,Connecticut,Smokeless Tobacco Use (Adults),Current Use,,2.9,1626,Overall,All Races,25 to 44 Years
29623,2012,South Dakota,Smokeless Tobacco Use (Adults),User Status,Not Current,93.6,7808,Overall,All Races,All Ages
29624,2012,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Not Current,87.4,3213,Male,All Races,All Ages
29625,2011,Washington,Cigarette Use (Adults),Current Smoking,,7.5,5061,Overall,All Races,65 Years and Older
29626,2011,Mississippi,Smokeless Tobacco Use (Adults),User Status,Current,15.1,3109,Male,All Races,All Ages
29627,2012,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,8.3,8161,Male,All Races,All Ages
29628,2011,Idaho,Cigarette Use (Adults),Smoking Status,Never,58.5,6056,Overall,All Races,All Ages
29629,2012,Texas,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,54.1,3595,Overall,All Races,All Ages
29630,2012,South Carolina,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,52.7,2815,Male,All Races,All Ages
29631,2011,Louisiana,Smokeless Tobacco Use (Adults),User Status,Not Current,91.6,3521,Male,All Races,All Ages
29632,2011,Washington,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,863,Male,All Races,All Ages
29633,2011,California,Cigarette Use (Adults),Current Smoking,,17.3,7336,Male,All Races,All Ages
29634,2011,North Carolina,Cigarette Use (Adults),Current Smoking,,31.2,1393,Overall,All Races,Age 25 and Older
29635,2011,Delaware,Cigarette Use (Adults),Current Smoking,,26.5,1346,Overall,All Races,Age 25 and Older
29636,2011,Tennessee,Cigarette Use (Adults),Smoking Status,Never,53.2,5893,Overall,All Races,All Ages
29637,2011,Texas,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,53.1,6282,Overall,All Races,All Ages
29638,2012,Vermont,Smokeless Tobacco Use (Adults),Current Use,,3,5988,Overall,All Races,All Ages
29639,2012,Puerto Rico,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Overall,All Races,All Ages
29640,2011,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,6.4,613,Overall,All Races,Age 25 and Older
29641,2011,Guam,Cigarette Use (Adults),Smoking Status,Never,44.7,804,Male,All Races,All Ages
29642,2011,Hawaii,Cigarette Use (Adults),Smoking Status,Never,63.8,4308,Female,All Races,All Ages
29643,2011,National Median (States and DC),Cigarette Use (Adults),Smoking Status,Current,21.2,,Overall,All Races,All Ages
29644,2011,Colorado,Cigarette Use (Adults),Smoking Frequency,Every Day,66.7,902,Male,All Races,All Ages
29645,2011,North Dakota,Cigarette Use (Adults),Current Smoking,,21.9,5277,Overall,All Races,All Ages
29646,2011,Maryland,Cigarette Use (Adults),Smoking Frequency,Some Days,31,598,Male,All Races,All Ages
29647,2011,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,8.1,2586,Overall,All Races,Age 25 and Older
29648,2012,North Dakota,Cigarette Use (Adults),Current Smoking,,33.6,319,Overall,All Races,Age 20 and Older
29649,2011,Vermont,Smokeless Tobacco Use (Adults),Current Use,,2.7,7094,Overall,All Races,All Ages
29650,2011,North Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.7,330,Male,All Races,All Ages
29651,2011,Indiana,Cigarette Use (Adults),Current Smoking,,25.6,8444,Overall,All Races,All Ages
29652,2011,Kentucky,Cigarette Use (Adults),Current Smoking,,26.6,7107,Female,All Races,All Ages
29653,2011,New Hampshire,Smokeless Tobacco Use (Adults),Current Use,,6.3,342,Overall,All Races,Age 25 and Older
29654,2011,Georgia,Cigarette Use (Adults),Current Smoking,,21.2,9902,Overall,All Races,All Ages
